medcode,readcode,Coding_ID,Cluster_ID,Cluster_Description,Cluster_Version,readterm
11778,Eu232,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Acute schizophrenia-like psychotic disorder
11973,Eu24.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Induced delusional disorder
12099,Eu323,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Severe depressive episode with psychotic symptoms
12173,Eu30.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Manic episode
12771,E12z.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Paranoid psychosis NOS
12831,E115.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently depressed"
13024,Eu301,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Mania without psychotic symptoms
14728,E1101,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Single manic episode, mild"
14743,E120.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Simple paranoid state
14784,E117.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Unspecified bipolar affective disorder
14965,E13z.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Nonorganic psychosis NOS
14971,E122.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Paraphrenia
15053,E133.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Acute paranoid reaction
15733,E1000,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Unspecified schizophrenia
15923,E1150,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently depressed, unspecified"
16333,E13y.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Other reactive psychoses
16347,E1143,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently manic, severe, without mention of psychosis"
16562,Eu313,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Bipolar affective disorder, current episode mild or moderate depression"
16764,Eu200,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Paranoid schizophrenia
16808,Eu310,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Bipolar affective disorder, current episode hypomanic"
16861,Eu333,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Recurrent depressive disorder, current episode severe with psychotic symptoms"
16905,Eu250,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Schizoaffective disorder, manic type"
17281,Eu2..,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Schizophrenia, schizotypal and delusional disorders"
17385,E114.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently manic"
17770,E130.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Reactive depressive psychosis
18053,Eu20y,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other schizophrenia
18909,E110.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Manic disorder, single episode"
19967,E1110,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Recurrent manic episodes, unspecified"
20110,E1100,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Single manic episode, unspecified"
20228,E13..,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Other nonorganic psychoses
20572,Eu202,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Catatonic schizophrenia
20785,Eu204,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Post-schizophrenic depression
21065,Eu302,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Mania with psychotic symptoms
21455,Eu230,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Acute polymorphic psychotic disorder without symptoms of schizophrenia
21595,Eu231,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Acute polymorphic psychotic disorder with symptoms of schizophrenia
22117,E13y0,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Psychogenic stupor
23538,E13y1,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Brief reactive psychosis
23616,E1001,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Subchronic schizophrenia
23713,Eu314,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Bipolar affective disorder, current episode severe depression without psychotic symptoms"
23731,Eu333,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Recurrent depressive disorder, current episode severe with psychotic symptoms"
24107,Eu205,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Residual schizophrenia
24112,Eu323,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Severe depressive episode with psychotic symptoms
24171,E1134,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Recurrent major depressive episodes, severe, with psychosis"
24230,E1176,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Unspecified bipolar affective disorder, in full remission"
24345,E134.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Psychogenic paranoid psychosis
24640,E1102,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Single manic episode, moderate"
24689,E1161,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Mixed bipolar affective disorder, mild"
25019,Eu23.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Acute and transient psychotic disorders
25546,E102.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Catatonic schizophrenia
26119,E13yz,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Other reactive psychoses NOS
26143,Eu231,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Acute polymorphic psychotic disorder with symptoms of schizophrenia
26227,E111.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Recurrent manic episodes
26299,Eu311,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Bipolar affective disorder, current episode manic without psychotic symptoms"
26859,Eu21.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Schizotypal disorder
27584,Eu317,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Bipolar affective disorder, currently in remission"
27739,E1112,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Recurrent manic episodes, moderate"
27770,Eu233,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other acute predominantly delusional psychotic disorders
27890,E1152,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently depressed, moderate"
27986,E117z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Unspecified bipolar affective disorder, NOS"
28277,Eu312,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Bipolar affective disorder, current episode manic with psychotic symptoms"
28562,Eu22.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Persistent delusional disorders
28677,Eu333,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Recurrent depressive disorder, current episode severe with psychotic symptoms"
28863,Eu323,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Severe depressive episode with psychotic symptoms
29651,Eu23z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Acute and transient psychotic disorder, unspecified"
29937,E131.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Acute hysterical psychosis
30619,E101.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Hebephrenic schizophrenia
30985,Eu2y.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other nonorganic psychotic disorders
31316,E116.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Mixed bipolar affective disorder
31362,E1032,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Chronic paranoid schizophrenia
31455,E12yz,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Other paranoid states NOS
31493,Eu202,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Catatonic schizophrenia
31535,E1160,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Mixed bipolar affective disorder, unspecified"
31589,E12y.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Other paranoid states
31707,Eu23z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Acute and transient psychotic disorder, unspecified"
31738,Eu2y.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other nonorganic psychotic disorders
31757,Eu333,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Recurrent depressive disorder, current episode severe with psychotic symptoms"
31984,E13..,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Other nonorganic psychoses
32088,Eu30y,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other manic episodes
32159,E1124,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Single major depressive episode, severe, with psychosis"
32222,E100.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Simple schizophrenia
32295,E1114,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Recurrent manic episodes, severe, with psychosis"
32941,Eu333,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Recurrent depressive disorder, current episode severe with psychotic symptoms"
33338,E10y0,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Atypical schizophrenia
33383,E1030,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Unspecified paranoid schizophrenia
33410,Eu25z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Schizoaffective disorder, unspecified"
33425,E11zz,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Other affective psychosis NOS
33426,E11yz,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Other and unspecified manic-depressive psychoses NOS
33693,Eu252,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Schizoaffective disorder, mixed type"
33751,Eu31z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Bipolar affective disorder, unspecified"
33847,Eu250,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Schizoaffective disorder, manic type"
34168,Eu23z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Acute and transient psychotic disorder, unspecified"
34236,Eu20.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Schizophrenia
34389,Eu220,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Delusional disorder
34966,Eu20z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Schizophrenia, unspecified"
35274,Eu251,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Schizoaffective disorder, depressive type"
35607,E1153,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently depressed, severe, without mention of psychosis"
35734,E1151,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently depressed, mild"
35738,E1140,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently manic, unspecified"
35848,Eu206,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Simple schizophrenia
35877,Eu202,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Catatonic schizophrenia
36126,E1141,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently manic, mild"
36172,E1035,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Paranoid schizophrenia in remission
36611,E110z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Manic disorder, single episode NOS"
36720,Eu230,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Acute polymorphic psychotic disorder without symptoms of schizophrenia
37070,E110.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Manic disorder, single episode"
37102,Eu302,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Mania with psychotic symptoms
37178,E1116,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Recurrent manic episodes, in full remission"
37296,E115z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently depressed, NOS"
37580,Eu252,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Schizoaffective disorder, mixed type"
37681,Eu25z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Schizoaffective disorder, unspecified"
37764,Eu333,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Recurrent depressive disorder, current episode severe with psychotic symptoms"
38063,E106.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Residual schizophrenia
39062,E10y.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Other schizophrenia
39316,Eu21.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Schizotypal disorder
40386,Eu21.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Schizotypal disorder
40981,Eu22y,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other persistent delusional disorders
41022,Eu251,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Schizoaffective disorder, depressive type"
41992,E11z.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Other and unspecified affective psychoses
43093,E1103,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Single manic episode, severe without mention of psychosis"
43405,Eu201,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Hebephrenic schizophrenia
43800,E1072,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Chronic schizo-affective schizophrenia
44307,Eu233,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other acute predominantly delusional psychotic disorders
44498,E1004,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Acute exacerbation of chronic schizophrenia
44503,Eu23y,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other acute and transient psychotic disorders
44513,Eu30z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Manic episode, unspecified"
44693,Eu316,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Bipolar affective disorder, current episode mixed"
46415,E111z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Recurrent manic episode NOS
46425,E1111,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Recurrent manic episodes, mild"
46434,E1142,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently manic, moderate"
47230,Eu24.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Induced delusional disorder
47947,Eu220,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Delusional disorder
48054,E101z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Hebephrenic schizophrenia NOS
48632,Eu302,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Mania with psychotic symptoms
49223,Eu22z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Persistent delusional disorder, unspecified"
49420,Eu20y,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other schizophrenia
49761,E10yz,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Other schizophrenia NOS
49763,E1170,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Unspecified bipolar affective disorder, unspecified"
49852,Eu21.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Schizotypal disorder
50023,Eu230,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Acute polymorphic psychotic disorder without symptoms of schizophrenia
50060,Eu200,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Paranoid schizophrenia
50218,E1104,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Single manic episode, severe, with psychosis"
50248,Eu22y,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other persistent delusional disorders
50868,E123.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Shared paranoid disorder
51032,Eu31y,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other bipolar affective disorders
51302,Eu24.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Induced delusional disorder
51322,E1033,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Acute exacerbation of subchronic paranoid schizophrenia
51903,Eu250,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"[X]Schizoaffective disorder, manic type"
52678,Eu323,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Severe depressive episode with psychotic symptoms
53032,E1034,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Acute exacerbation of chronic paranoid schizophrenia
53625,E100z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Simple schizophrenia NOS
53840,Eu31y,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other bipolar affective disorders
53985,Eu201,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Hebephrenic schizophrenia
54195,E1164,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Mixed bipolar affective disorder, severe, with psychosis"
54387,Eu21.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Schizotypal disorder
54607,E11z0,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Unspecified affective psychoses NOS
55064,E1166,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Mixed bipolar affective disorder, in full remission"
55221,Eu221,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Delusional misidentification syndrome
55236,Eu22y,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other persistent delusional disorders
55829,E1144,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently manic, severe, with psychosis"
56438,E1075,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Schizo-affective schizophrenia in remission
57465,E1156,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently depressed, in full remission"
57605,E114z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently manic, NOS"
57666,E1003,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Acute exacerbation of subchronic schizophrenia
58532,Eu25y,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Other schizoaffective disorders
58687,E1005,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Schizophrenia in remission
58716,E1020,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Unspecified catatonic schizophrenia
58862,E1070,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Unspecified schizo-affective schizophrenia
58863,E1115,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Recurrent manic episodes, in partial or unspecified remission"
58866,E1073,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Acute exacerbation of subchronic schizo-affective schizophrenia
59011,E1145,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Bipolar affective disorder, currently manic, in partial or unspecified remission"
59096,Eu232,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Acute schizophrenia-like psychotic disorder
60013,Eu203,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Undifferentiated schizophrenia
60178,E11y.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Other and unspecified manic-depressive psychoses
61098,E1071,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Subchronic schizo-affective schizophrenia
61501,Eu202,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Catatonic schizophrenia
61969,E2122,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Schizotypal personality
62405,Eu221,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Delusional misidentification syndrome
62449,Eu21.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,[X]Schizotypal disorder
62680,E123.,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Shared paranoid disorder
63150,E1162,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Mixed bipolar affective disorder, moderate"
63284,E1163,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Mixed bipolar affective disorder, severe, without mention of psychosis"
63478,E1074,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,Acute exacerbation of chronic schizo-affective schizophrenia
63583,E116z,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Mixed bipolar affective disorder, NOS"
63651,E1165,Read V2,MH_COD,"Psychosis, schizophrenia + bipolar affective disease codes",100.0,"Mixed bipolar affective disorder, in partial or unspecified remission"
