medcode,readcode,Coding_ID,Cluster_ID,Cluster_Description,Cluster_Version,readterm
56202,Nyu1G,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,"[X]Seropositive rheumatoid arthritis, unspecified"
56838,N04y0,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,Rheumatoid lung
59738,N0405,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,Rheumatoid arthritis of elbow
63198,N040A,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,Rheumatoid arthritis of distal interphalangeal joint of finger
63365,N0406,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,Rheumatoid arthritis of distal radio-ulnar joint
70221,Nyu12,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,[X]Other specified rheumatoid arthritis
70658,N040H,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,Rheumatoid arthritis of talonavicular joint
71784,N040J,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,Rheumatoid arthritis of other tarsal joint
73619,N040G,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,Rheumatoid arthritis of subtalar joint
93715,Nyu11,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,[X]Other seropositive rheumatoid arthritis
99414,N040L,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,Rheumatoid arthritis of lesser metatarsophalangeal joint
100776,N040C,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,Rheumatoid arthritis of sacro-iliac joint
100914,N0404,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,Rheumatoid arthritis of acromioclavicular joint
106092,9hR1.,Read V2,RARTHEXC_COD,Rheumatoid arthritis exception reporting codes,100.0,Excepted from rheumatoid arthritis quality indicators: informed dissent
106093,9hR..,Read V2,RARTHEXC_COD,Rheumatoid arthritis exception reporting codes,100.0,Exception reporting: rheumatoid arthritis quality indicators
106118,9hR0.,Read V2,RARTHEXC_COD,Rheumatoid arthritis exception reporting codes,100.0,Excepted from rheumatoid arthritis quality indicators: patient unsuitable
106440,Nyu10,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,[X]Rheumatoid arthritis with involvement of other organs or systems
107112,N040M,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,Rheumatoid arthritis of interphalangeal joint of toe
107791,N040E,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,Rheumatoid arthritis of tibio-fibular joint
107963,N0403,Read V2,RARTH_COD,Rheumatoid arthritis codes,100.0,Rheumatoid arthritis of sternoclavicular joint
